"id","YearOfBirth","US_State","Education","Sex","PoliticalParty","Ideology","Condition","StartDate_T1T2","EndDate_T1T2","Duration_Total_T1T2","StartDate_T3","EndDate_T3","Duration_Total_T3","Duration_Filler_T1T2","Duration_Consensus_T1T2","Duration_Inoculation_T1T2","Duration_Misinfo_T3","AttentionCheck1_T1T2","AttentionCheck2_T3","Belief.T1","HumanCausation.T1","PSC.T1","Worry.T1","SupportForAction.T1","Belief.T2","HumanCausation.T2","PSC.T2","Worry.T2","SupportForAction.T2","Belief.T3","HumanCausation.T3","PSC.T3","Worry.T3","SupportForAction.T3","Complete","Consensus","Misinfo","Inoculation","PSC_Diff_T2T1","PSC_Diff_T3T2","PSC_Diff_T3T1","Belief_Diff_T2T1","Belief_Diff_T3T2","Belief_Diff_T3T1","HumanCausation_Diff_T2T1","HumanCausation_Diff_T3T2","HumanCausation_Diff_T3T1","Worry_Diff_T2T1","Worry_Diff_T3T2","Worry_Diff_T3T1","SupportForAction_Diff_T2T1","SupportForAction_Diff_T3T2","SupportForAction_Diff_T3T1","Education_Category","Age","Age_Category","Ideology_Category"
339,1991,"Georgia","4","Male","Republican",5,"Balanced","2019-06-23 17:15:51","2019-06-23 17:18:58",187,"2019-06-30 20:00:35","2019-06-30 20:02:24",109,NA,7.48,NA,31.588,"blue","magenta",7,5,40,6,6,7,6,63,6,6,6,4,61,6,6,1,1,1,0,23,-2,21,0,-1,-1,1,-2,-1,0,0,0,0,0,0,"Undergraduate degree",28,"18-29","Conservative"
340,1982,"Pennsylvania","3","Male","Democrat",2,"Balanced","2019-06-23 17:28:26","2019-06-23 17:30:48",141,"2019-06-30 19:02:05","2019-06-30 19:04:22",137,NA,5.975,NA,26.395,"blue","magenta",7,6,98,6,7,7,6,97,6,7,7,6,97,7,7,1,1,1,0,-1,0,-1,0,0,0,0,0,0,0,1,1,0,0,0,"Some college",37,"30-49","Liberal"
341,1995,"California","4","Male","Democrat",2,"Consensus","2019-06-23 17:24:19","2019-06-23 17:27:44",205,"2019-06-30 16:43:55","2019-06-30 16:45:23",87,NA,10.986,NA,NA,"blue","magenta",7,6,99,6,7,7,6,97,6,7,7,6,90,7,7,1,1,0,0,-2,-7,-9,0,0,0,0,0,0,0,1,1,0,0,0,"Undergraduate degree",24,"18-29","Liberal"
342,2000,"Kansas","2","Female","Democrat",2,"Balanced","2019-06-23 17:37:18","2019-06-23 17:39:47",148,"2019-07-01 04:17:06","2019-07-01 04:19:02",116,NA,6.397,NA,29.259,"blue","magenta",7,5,60,7,7,7,5,97,7,7,7,5,97,7,7,1,1,1,0,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,"High school graduate",19,"18-29","Liberal"
343,1988,"North Carolina","4","Female","Independent",3,"Control","2019-06-23 17:58:23","2019-06-23 18:03:31",307,"2019-06-30 16:41:25","2019-06-30 16:44:10",165,38.72,NA,NA,NA,"blue","magenta",7,6,95,6,6,7,6,95,6,6,7,6,95,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Undergraduate degree",31,"30-49","Liberal"
344,1969,"Michigan","5","Female","Democrat",3,"Balanced","2019-06-23 17:49:21","2019-06-23 17:54:31",309,"2019-07-01 15:55:33","2019-07-01 15:59:36",242,NA,9.901,NA,83.459,"blue","magenta",6,6,80,5,7,7,6,97,5,7,6,5,97,5,6,1,1,1,0,17,0,17,1,-1,0,0,-1,-1,0,0,0,0,-1,-1,"Graduate degree",50,"50+","Liberal"
345,1996,"Kansas","4","Female","Democrat",3,"Control","2019-06-23 15:50:14","2019-06-23 15:52:58",163,NA,NA,NA,21.835,NA,NA,NA,"blue",NA,7,6,80,6,6,6,6,81,6,6,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,-1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Undergraduate degree",23,"18-29","Liberal"
346,1989,"New Jersey","5","Female","Democrat",1,"Inoculation","2019-06-23 17:43:34","2019-06-23 17:49:41",366,"2019-07-01 17:01:27","2019-07-01 17:04:31",184,NA,NA,114.097,47.512,"blue","magenta",7,6,99,7,7,7,6,98,6,7,6,6,95,7,6,1,1,1,1,-1,-3,-4,0,-1,-1,0,0,0,-1,1,0,0,-1,-1,"Graduate degree",30,"30-49","Liberal"
347,1988,"California","5","Female","Democrat",3,"Consensus","2019-06-23 17:30:08","2019-06-23 17:34:18",249,"2019-07-01 18:05:05","2019-07-01 18:06:26",80,NA,7.415,NA,NA,"blue","magenta",7,6,99,6,7,7,6,97,6,7,7,4,99,5,7,1,1,0,0,-2,2,0,0,0,0,0,-2,-2,0,-1,-1,0,0,0,"Graduate degree",31,"30-49","Liberal"
348,1984,"Ohio","3","Female","Other",6,"Consensus","2019-06-23 17:38:34","2019-06-23 17:42:36",241,"2019-06-30 17:50:22","2019-06-30 17:52:23",120,NA,8.33,NA,NA,"blue","magenta",5,5,32,4,4,5,5,32,4,4,6,4,70,2,4,1,1,0,0,0,38,38,0,1,1,0,-1,-1,0,-2,-2,0,0,0,"Some college",35,"30-49","Conservative"
349,1998,"Georgia","3","Female","Democrat",3,"Balanced","2019-06-23 17:25:25","2019-06-23 17:28:19",174,"2019-06-30 18:19:18","2019-06-30 18:20:55",97,NA,6.922,NA,30.596,"blue","magenta",5,3,39,3,5,5,3,97,4,5,6,3,29,6,5,1,1,1,0,58,-68,-10,0,1,1,0,0,0,1,2,3,0,0,0,"Some college",21,"18-29","Liberal"
350,1965,"California","3","Female","Republican",4,"Inoculation","2019-06-23 17:22:01","2019-06-23 17:25:45",223,"2019-06-30 15:47:11","2019-06-30 15:49:10",119,NA,NA,45.983,29.227,"blue","magenta",5,4,72,6,6,5,5,97,7,6,6,5,97,6,6,1,1,1,1,25,0,25,0,1,1,1,0,1,1,-1,0,0,0,0,"Some college",54,"50+","Moderate"
351,2000,"Texas","3","Male","Republican",4,"Balanced","2019-06-23 17:41:35","2019-06-23 17:51:39",604,"2019-07-01 00:07:39","2019-07-01 00:10:57",197,NA,8.574,NA,32.407,"blue","magenta",6,5,86,6,6,6,6,97,6,6,6,5,97,6,6,1,1,1,0,11,0,11,0,0,0,1,-1,0,0,0,0,0,0,0,"Some college",19,"18-29","Moderate"
352,1996,"Ohio","4","Male","Democrat",1,"Balanced","2019-06-23 16:49:50","2019-06-23 16:52:15",144,NA,NA,NA,NA,6.456,NA,NA,"blue",NA,7,6,99,7,7,7,6,97,7,7,NA,NA,NA,NA,NA,0,1,0,0,-2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Undergraduate degree",23,"18-29","Liberal"
353,2000,"New York","3","Male","Democrat",2,"Consensus","2019-06-23 17:31:10","2019-06-23 17:33:28",138,"2019-07-02 03:00:46","2019-07-02 03:01:21",35,NA,15.143,NA,NA,"blue","magenta",7,6,99,7,7,7,7,97,7,7,7,5,77,7,7,1,1,0,0,-2,-20,-22,0,0,0,1,-2,-1,0,0,0,0,0,0,"Some college",19,"18-29","Liberal"
354,1992,"Illinois","3","Female","Independent",3,"Balanced","2019-06-23 17:52:35","2019-06-23 17:55:04",149,"2019-06-30 13:34:02","2019-06-30 13:38:33",270,NA,6.878,NA,50,"blue","magenta",7,6,96,7,7,7,6,97,7,7,7,6,97,7,7,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Some college",27,"18-29","Liberal"
355,1989,"California","5","Male","Other",2,"Consensus","2019-06-23 17:44:48","2019-06-23 17:49:51",303,"2019-07-01 16:48:33","2019-07-01 16:49:56",83,NA,6.338,NA,NA,"blue","magenta",7,6,95,7,7,7,6,95,7,7,7,6,97,7,7,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"Graduate degree",30,"30-49","Liberal"
356,1984,"New Jersey","5","Female","Democrat",2,"Balanced","2019-06-23 17:22:34","2019-06-23 17:25:25",170,"2019-07-01 07:00:08","2019-07-01 07:03:11",183,NA,7.096,NA,32.202,"blue","magenta",6,6,94,5,6,6,6,97,6,6,6,5,97,5,6,1,1,1,0,3,0,3,0,0,0,0,-1,-1,1,-1,0,0,0,0,"Graduate degree",35,"30-49","Liberal"
357,1987,"New Jersey","4","Male","Other",4,"Consensus","2019-06-23 16:56:04","2019-06-23 17:01:42",338,"2019-06-30 12:57:38","2019-06-30 13:02:02",263,NA,10.875,NA,NA,"blue","magenta",5,2,62,3,5,5,3,97,3,5,5,3,97,3,5,1,1,0,0,35,0,35,0,0,0,1,0,1,0,0,0,0,0,0,"Undergraduate degree",32,"30-49","Moderate"
358,1990,"California","4","Male","Republican",5,"Consensus","2019-06-23 17:40:12","2019-06-23 17:44:39",266,"2019-06-30 16:55:43","2019-06-30 16:57:34",110,NA,6.69,NA,NA,"blue","magenta",5,2,100,1,4,5,2,97,1,4,6,2,97,2,4,1,1,0,0,-3,0,-3,0,1,1,0,0,0,0,1,1,0,0,0,"Undergraduate degree",29,"18-29","Conservative"
359,1995,"Massachusetts","4","Female","Democrat",1,"Inoculation","2019-06-23 17:48:44","2019-06-23 18:27:18",2314,NA,NA,NA,NA,NA,74.076,NA,"blue",NA,7,6,100,7,7,7,7,97,7,7,NA,NA,NA,NA,NA,0,1,0,1,-3,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,"Undergraduate degree",24,"18-29","Liberal"
360,1969,"New York","4","Female","Independent",1,"Consensus","2019-06-23 18:00:52","2019-06-23 18:03:51",179,"2019-06-30 12:10:21","2019-06-30 12:11:49",88,NA,6.054,NA,NA,"blue","magenta",7,6,90,6,7,7,6,97,6,7,7,6,95,6,6,1,1,0,0,7,-2,5,0,0,0,0,0,0,0,0,0,0,-1,-1,"Undergraduate degree",50,"50+","Liberal"
361,1992,"New York","4","Female","Democrat",1,"Consensus","2019-06-23 16:42:39","2019-06-23 16:45:40",181,"2019-06-30 22:00:08","2019-06-30 22:01:15",67,NA,7.868,NA,NA,"blue","magenta",7,6,91,6,7,7,6,97,6,7,7,6,94,7,7,1,1,0,0,6,-3,3,0,0,0,0,0,0,0,1,1,0,0,0,"Undergraduate degree",27,"18-29","Liberal"
362,1988,"North Carolina","4","Female","Democrat",2,"Balanced","2019-06-23 17:54:50","2019-06-23 17:57:17",147,"2019-07-01 12:41:49","2019-07-01 12:43:26",97,NA,7.336,NA,33.465,"blue","magenta",7,6,96,6,6,7,6,97,6,6,7,6,96,6,6,1,1,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Undergraduate degree",31,"30-49","Liberal"
363,1995,"Pennsylvania","4","Female","Democrat",3,"Consensus","2019-06-23 17:46:00","2019-06-23 17:50:10",249,"2019-06-30 14:45:09","2019-06-30 14:47:19",130,NA,7.584,NA,NA,"blue","magenta",6,6,93,4,7,6,6,91,4,7,7,6,91,5,6,1,1,0,0,-2,0,-2,0,1,1,0,0,0,0,1,1,0,-1,-1,"Undergraduate degree",24,"18-29","Liberal"
364,1962,"Kansas","4","Female","Republican",5,"Balanced","2019-06-23 18:01:05","2019-06-23 18:05:01",235,"2019-06-30 12:44:05","2019-06-30 12:46:20",134,NA,9.442,NA,26.649,"blue","magenta",6,4,50,6,6,7,6,97,6,7,6,4,0,5,5,1,1,1,0,47,-97,-50,1,-1,0,2,-2,0,0,-1,-1,1,-2,-1,"Undergraduate degree",57,"50+","Conservative"
365,1963,"Nebraska","3","Female","Independent",4,"Balanced","2019-06-23 17:54:45","2019-06-23 18:05:31",645,"2019-06-30 15:07:28","2019-06-30 15:14:44",436,NA,8.895,NA,151.394,"blue","magenta",5,5,77,5,6,5,6,83,5,6,5,4,29,5,5,1,1,1,0,6,-54,-48,0,0,0,1,-2,-1,0,0,0,0,-1,-1,"Some college",56,"50+","Moderate"
366,2000,"Texas","2","Male","Republican",4,"Control","2019-06-23 17:55:13","2019-06-23 17:59:00",226,"2019-06-30 13:46:41","2019-06-30 13:49:27",166,15.731,NA,NA,NA,"blue","magenta",7,6,91,6,6,6,7,90,7,6,6,6,87,6,7,1,0,0,0,-1,-3,-4,-1,0,-1,1,-1,0,1,-1,0,0,1,1,"High school graduate",19,"18-29","Moderate"
367,1979,"Pennsylvania","3","Male","Other",4,"Balanced","2019-06-23 17:36:05","2019-06-23 17:51:18",912,"2019-06-30 13:21:47","2019-06-30 13:24:21",153,NA,12.038,NA,44.577,"blue","magenta",7,6,94,5,7,7,6,72,3,7,7,4,3,2,4,1,1,1,0,-22,-69,-91,0,0,0,0,-2,-2,-2,-1,-3,0,-3,-3,"Some college",40,"30-49","Moderate"
368,1980,"Arizona","2","Female","Independent",2,"Consensus","2019-06-23 17:07:37","2019-06-23 17:18:22",645,"2019-07-01 01:15:34","2019-07-01 01:24:28",533,NA,14.878,NA,NA,"blue","magenta",6,5,70,6,6,7,7,97,6,6,6,4,97,6,6,1,1,0,0,27,0,27,1,-1,0,2,-3,-1,0,0,0,0,0,0,"High school graduate",39,"30-49","Liberal"
369,1993,"Washington","4","Female","Democrat",3,"Balanced","2019-06-23 17:49:13","2019-06-23 17:54:23",310,NA,NA,NA,NA,6.877,NA,NA,"blue",NA,7,6,90,6,7,7,7,97,7,7,NA,NA,NA,NA,NA,0,1,0,0,7,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,"Undergraduate degree",26,"18-29","Liberal"
370,1977,"Tennessee","4","Male","Democrat",1,"Consensus","2019-06-23 17:39:44","2019-06-23 17:42:36",172,"2019-06-30 17:29:44","2019-06-30 17:32:00",136,NA,9.35,NA,NA,"blue","magenta",7,5,95,7,7,7,5,97,7,7,7,6,98,7,7,1,1,0,0,2,1,3,0,0,0,0,1,1,0,0,0,0,0,0,"Undergraduate degree",42,"30-49","Liberal"
371,1976,"Georgia","3","Female","Republican",5,"Balanced","2019-06-23 17:50:33","2019-06-23 17:54:26",232,"2019-06-30 12:14:32","2019-06-30 12:17:54",201,NA,7.089,NA,62.589,"blue","magenta",7,1,82,1,2,7,1,97,1,1,1,1,97,1,1,1,1,1,0,15,0,15,0,-6,-6,0,0,0,0,0,0,-1,0,-1,"Some college",43,"30-49","Conservative"
372,1943,"Massachusetts","5","Male","Independent",6,"Consensus","2019-06-23 18:04:19","2019-06-23 18:09:43",323,"2019-06-30 16:54:42","2019-06-30 16:57:25",163,NA,11.882,NA,NA,"blue","magenta",5,2,40,2,2,5,2,97,2,4,5,2,31,3,4,1,1,0,0,57,-66,-9,0,0,0,0,0,0,0,1,1,2,0,2,"Graduate degree",76,"50+","Conservative"
373,2001,"Arizona","2","Male","Democrat",2,"Balanced","2019-06-23 18:04:10","2019-06-23 18:07:27",197,NA,NA,NA,NA,6.768,NA,NA,"blue",NA,7,6,98,6,7,7,6,97,7,7,NA,NA,NA,NA,NA,0,1,0,0,-1,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,"High school graduate",18,"18-29","Liberal"
374,1981,"Virginia","3","Female","Democrat",1,"Control","2019-06-23 17:26:53","2019-06-23 17:41:35",881,"2019-06-30 14:44:59","2019-06-30 14:47:42",162,22.421,NA,NA,NA,"blue","magenta",7,7,99,7,7,7,7,99,7,7,7,7,99,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Some college",38,"30-49","Liberal"
375,1963,"Indiana","4","Female","Democrat",2,"Inoculation","2019-06-23 17:27:36","2019-06-23 17:34:26",409,"2019-06-30 12:59:58","2019-06-30 13:04:23",264,NA,NA,158.784,59.709,"blue","magenta",7,6,100,7,7,7,7,97,7,7,7,6,100,7,7,1,1,1,1,-3,3,0,0,0,0,1,-1,0,0,0,0,0,0,0,"Undergraduate degree",56,"50+","Liberal"
376,1998,"Tennessee","3","Female","Independent",5,"Consensus","2019-06-23 17:34:45","2019-06-23 17:36:38",112,"2019-06-30 20:21:22","2019-06-30 20:22:03",40,NA,6.637,NA,NA,"blue","magenta",7,5,58,5,6,7,6,67,5,6,6,6,87,6,6,1,1,0,0,9,20,29,0,-1,-1,1,0,1,0,1,1,0,0,0,"Some college",21,"18-29","Conservative"
377,1967,"Missouri","3","Female","Independent",4,"Control","2019-06-23 17:50:31","2019-06-23 17:57:02",390,"2019-06-30 15:20:14","2019-06-30 15:23:26",191,32.188,NA,NA,NA,"blue","magenta",5,6,70,5,6,5,6,70,5,6,5,5,80,5,6,1,0,0,0,0,10,10,0,0,0,0,-1,-1,0,0,0,0,0,0,"Some college",52,"50+","Moderate"
378,1978,"Georgia","4","Female","Other",1,"Control","2019-06-23 17:55:33","2019-06-23 17:59:32",238,"2019-07-01 14:40:32","2019-07-01 14:43:56",203,23.6,NA,NA,NA,"blue","magenta",7,6,97,6,7,7,6,97,6,7,6,5,95,5,5,1,0,0,0,0,-2,-2,0,-1,-1,0,-1,-1,0,-1,-1,0,-2,-2,"Undergraduate degree",41,"30-49","Liberal"
379,1980,"Texas","3","Female","Democrat",2,"Control","2019-06-23 17:39:42","2019-06-23 17:42:59",196,"2019-06-30 15:17:02","2019-06-30 15:18:27",84,20.711,NA,NA,NA,"blue","magenta",7,6,92,7,6,7,6,92,7,6,7,6,98,7,6,1,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,"Some college",39,"30-49","Liberal"
380,1993,"Texas","4","Female","Democrat",2,"Consensus","2019-06-23 17:29:54","2019-06-23 17:33:02",188,"2019-06-30 14:58:16","2019-06-30 14:59:48",92,NA,8.307,NA,NA,"blue","magenta",7,6,81,7,7,7,6,97,7,7,7,5,100,7,7,1,1,0,0,16,3,19,0,0,0,0,-1,-1,0,0,0,0,0,0,"Undergraduate degree",26,"18-29","Liberal"
381,1985,"Georgia","5","Male","Democrat",2,"Balanced","2019-06-23 17:57:17","2019-06-23 18:00:23",186,"2019-06-30 15:30:36","2019-06-30 15:33:16",159,NA,9.205,NA,73.688,"blue","magenta",7,6,82,6,7,7,6,97,7,7,7,5,70,6,7,1,1,1,0,15,-27,-12,0,0,0,0,-1,-1,1,-1,0,0,0,0,"Graduate degree",34,"30-49","Liberal"
382,1988,"Illinois","5","Female","Democrat",3,"Inoculation","2019-06-23 17:01:26","2019-06-23 17:07:08",341,"2019-06-30 12:48:12","2019-06-30 12:50:23",130,NA,NA,45.024,45.027,"blue","magenta",6,5,90,5,6,6,6,96,6,6,5,5,95,5,6,1,1,1,1,6,-1,5,0,-1,-1,1,-1,0,1,-1,0,0,0,0,"Graduate degree",31,"30-49","Liberal"
383,1968,"Virginia","5","Female","Republican",4,"Control","2019-06-23 17:01:57","2019-06-23 17:04:10",132,"2019-07-01 23:19:35","2019-07-01 23:20:41",65,21.601,NA,NA,NA,"puce","magenta",7,5,82,6,6,7,6,81,7,6,6,6,81,5,6,1,0,0,0,-1,0,-1,0,-1,-1,1,0,1,1,-2,-1,0,0,0,"Graduate degree",51,"50+","Moderate"
384,1968,"Georgia","4","Male","Democrat",2,"Inoculation","2019-06-23 18:01:54","2019-06-23 18:04:48",174,"2019-06-30 12:30:40","2019-06-30 12:32:49",128,NA,NA,43.946,28.247,"blue","magenta",7,6,95,6,6,7,6,96,6,7,7,6,97,6,6,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,-1,0,"Undergraduate degree",51,"50+","Liberal"
385,1993,"Florida","4","Male","Democrat",1,"Inoculation","2019-06-23 17:34:44","2019-06-23 17:36:35",110,"2019-06-30 13:57:08","2019-06-30 13:58:47",99,NA,NA,23.259,26.084,"blue","magenta",5,5,63,5,5,5,6,72,5,6,6,6,86,6,6,1,1,1,1,9,14,23,0,1,1,1,0,1,0,1,1,1,0,1,"Undergraduate degree",26,"18-29","Liberal"
386,1995,"Georgia","3","Female","Democrat",1,"Inoculation","2019-06-23 16:57:53","2019-06-23 17:01:48",235,NA,NA,NA,NA,NA,63.38,NA,"blue",NA,7,7,98,7,7,7,7,97,7,7,NA,NA,NA,NA,NA,0,1,0,1,-1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Some college",24,"18-29","Liberal"
387,1973,"Michigan","4","Male","Independent",3,"Balanced","2019-06-23 17:57:58","2019-06-23 18:00:04",126,"2019-06-30 15:07:10","2019-06-30 15:08:41",90,NA,5.99,NA,26.495,"blue","magenta",7,6,98,6,7,7,6,97,7,7,7,6,97,5,7,1,1,1,0,-1,0,-1,0,0,0,0,0,0,1,-2,-1,0,0,0,"Undergraduate degree",46,"30-49","Liberal"
388,1939,"Texas","4","Male","Independent",6,"Control","2019-06-23 17:17:30","2019-06-23 17:24:33",423,"2019-06-30 15:46:25","2019-06-30 15:50:30",245,41.949,NA,NA,NA,"blue","magenta",6,2,39,2,3,5,2,40,3,2,6,1,19,1,2,1,0,0,0,1,-21,-20,-1,1,0,0,-1,-1,1,-2,-1,-1,0,-1,"Undergraduate degree",80,"50+","Conservative"
389,1989,"Idaho","3","Female","Independent",5,"Balanced","2019-06-23 18:05:35","2019-06-23 18:07:55",140,NA,NA,NA,NA,5.994,NA,NA,"blue",NA,5,5,27,4,5,5,5,31,4,5,NA,NA,NA,NA,NA,0,1,0,0,4,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Some college",30,"30-49","Conservative"
390,1998,"Ohio","2","Male","Independent",4,"Inoculation","2019-06-23 17:58:00","2019-06-23 18:01:36",215,"2019-06-30 14:51:35","2019-06-30 14:53:31",115,NA,NA,35.043,26.059,"blue","magenta",7,4,95,4,5,7,4,97,4,5,7,4,95,4,4,1,1,1,1,2,-2,0,0,0,0,0,0,0,0,0,0,0,-1,-1,"High school graduate",21,"18-29","Moderate"
391,1986,"Virginia","4","Female","Democrat",2,"Balanced","2019-06-23 17:15:02","2019-06-23 17:21:22",380,NA,NA,NA,NA,6.759,NA,NA,"blue",NA,7,6,80,5,5,7,6,97,5,5,NA,NA,NA,NA,NA,0,1,0,0,17,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Undergraduate degree",33,"30-49","Liberal"
392,1990,"Ohio","2","Female","Republican",5,"Inoculation","2019-06-23 17:54:09","2019-06-23 17:57:46",217,"2019-06-30 15:02:41","2019-06-30 15:05:40",179,NA,NA,63.678,26.366,"blue","magenta",6,5,80,5,5,6,5,97,5,5,4,5,97,5,5,1,1,1,1,17,0,17,0,-2,-2,0,0,0,0,0,0,0,0,0,"High school graduate",29,"18-29","Conservative"
393,1999,"Georgia","3","Male","Independent",5,"Inoculation","2019-06-23 18:00:34","2019-06-23 18:03:56",201,NA,NA,NA,NA,NA,40.105,NA,"blue",NA,5,5,100,4,5,7,6,97,4,5,NA,NA,NA,NA,NA,0,1,0,1,-3,NA,NA,2,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,"Some college",20,"18-29","Conservative"
394,1981,"Ohio","2","Male","Republican",7,"Inoculation","2019-06-23 18:05:01","2019-06-23 18:10:26",324,"2019-06-30 18:05:58","2019-06-30 18:07:44",106,NA,NA,92.893,30.083,"blue","magenta",7,7,77,7,7,7,7,97,7,7,6,6,95,6,7,1,1,1,1,20,-2,18,0,-1,-1,0,-1,-1,0,-1,-1,0,0,0,"High school graduate",38,"30-49","Conservative"
395,1991,"Minnesota","3","Male","Independent",4,"Consensus","2019-06-23 18:01:49","2019-06-23 18:04:51",181,"2019-06-30 19:45:00","2019-06-30 19:46:11",71,NA,15.253,NA,NA,"blue","magenta",5,5,70,3,5,5,5,94,4,5,5,4,10,2,5,1,1,0,0,24,-84,-60,0,0,0,0,-1,-1,1,-2,-1,0,0,0,"Some college",28,"18-29","Moderate"
396,1980,"Indiana","5","Female","Democrat",2,"Control","2019-06-23 17:50:06","2019-06-23 17:52:10",124,"2019-06-30 12:48:30","2019-06-30 12:49:55",85,16.974,NA,NA,NA,"blue","magenta",7,6,95,6,7,7,6,95,7,7,7,6,96,6,7,1,0,0,0,0,1,1,0,0,0,0,0,0,1,-1,0,0,0,0,"Graduate degree",39,"30-49","Liberal"
397,1995,"New Hampshire","4","Male","Independent",6,"Balanced","2019-06-23 16:40:10","2019-06-23 16:42:31",141,"2019-06-30 13:25:16","2019-06-30 13:27:31",134,NA,6.677,NA,30.652,"blue","magenta",6,6,98,6,7,7,6,97,6,7,7,6,97,6,7,1,1,1,0,-1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,"Undergraduate degree",24,"18-29","Conservative"
398,1971,"California","4","Female","Republican",5,"Inoculation","2019-06-23 16:52:01","2019-06-23 16:55:41",219,"2019-07-01 17:03:16","2019-07-01 17:05:34",138,NA,NA,96.563,28.505,"puce","magenta",6,4,59,5,5,6,6,83,5,5,7,5,100,5,5,1,1,1,1,24,17,41,0,1,1,2,-1,1,0,0,0,0,0,0,"Undergraduate degree",48,"30-49","Conservative"
399,1992,"New York","4","Male","Independent",4,"Balanced","2019-06-23 17:25:32","2019-06-23 17:28:16",164,"2019-06-30 16:09:32","2019-06-30 16:11:02",90,NA,8.635,NA,26.234,"blue","magenta",6,5,60,5,6,5,5,97,5,6,6,6,91,5,5,1,1,1,0,37,-6,31,-1,1,0,0,1,1,0,0,0,0,-1,-1,"Undergraduate degree",27,"18-29","Moderate"
400,1992,"Indiana","3","Female","Democrat",2,"Control","2019-06-23 17:17:43","2019-06-23 17:21:14",211,"2019-06-30 19:20:00","2019-06-30 19:21:19",78,14.44,NA,NA,NA,"blue","magenta",7,7,90,6,7,7,7,90,6,7,7,7,98,6,7,1,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,"Some college",27,"18-29","Liberal"
401,1995,"California","4","Male","Other",6,"Inoculation","2019-06-23 17:21:08","2019-06-23 17:23:36",148,"2019-07-01 17:47:51","2019-07-01 17:49:21",89,NA,NA,22.414,27.066,"blue","magenta",1,6,80,7,7,6,6,97,7,7,7,6,97,5,6,1,1,1,1,17,0,17,5,1,6,0,0,0,0,-2,-2,0,-1,-1,"Undergraduate degree",24,"18-29","Conservative"
402,1985,"New York","5","Female","Independent",4,"Balanced","2019-06-23 17:54:30","2019-06-23 18:00:08",337,"2019-06-30 14:17:16","2019-06-30 14:22:07",291,NA,8.467,NA,88.227,"blue","magenta",7,6,97,6,7,7,6,97,6,7,7,6,97,6,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Graduate degree",34,"30-49","Moderate"
403,1960,"Florida","4","Male","Republican",6,"Inoculation","2019-06-23 17:48:37","2019-06-23 17:57:05",508,"2019-06-30 16:03:54","2019-06-30 16:07:03",189,NA,NA,82.444,49.086,"blue","magenta",5,5,81,3,6,5,6,96,3,6,5,5,97,3,6,1,1,1,1,15,1,16,0,0,0,1,-1,0,0,0,0,0,0,0,"Undergraduate degree",59,"50+","Conservative"
404,1977,"Pennsylvania","5","Female","Independent",2,"Control","2019-06-23 16:58:57","2019-06-23 17:14:53",955,"2019-07-02 02:02:26","2019-07-02 02:03:43",76,23.49,NA,NA,NA,"blue","magenta",7,6,67,7,7,7,6,69,7,7,7,6,69,7,7,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Graduate degree",42,"30-49","Liberal"
405,1994,"Arizona","5","Female","Independent",2,"Balanced","2019-06-23 17:37:11","2019-06-23 17:43:23",371,"2019-06-30 18:43:09","2019-06-30 18:47:14",244,NA,8.12,NA,144.292,"blue","magenta",7,6,72,7,6,7,6,97,7,7,7,5,97,6,6,1,1,1,0,25,0,25,0,0,0,0,-1,-1,0,-1,-1,1,-1,0,"Graduate degree",25,"18-29","Liberal"
406,1997,"Delaware","1","Female","Independent",4,"Control","2019-06-23 17:29:41","2019-06-23 17:36:30",409,"2019-07-01 06:23:26","2019-07-01 06:25:09",103,14.879,NA,NA,NA,"blue","magenta",7,6,96,5,4,7,6,96,5,4,7,6,95,5,4,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,"Less than high school",22,"18-29","Moderate"
